MESSAGE,RESPONSE,GOOGLE
Quốc kỳ Hoa Kỳ – Wikipedia tiếng Việt,"Quốc kỳ Hoa Kỳ (tiếng Anh: Flag of the United States of America) là lá cờ ... Ý 
nghĩa của ba màu xanh, trắng, đỏ trên lá cờ Hoa Kỳ vẫn không thay đổi ... Lá cờ 
này có 13 vạch, 7 vạch đỏ, 6 vạch trắng và ở một góc lá cờ có 13 ngôi sao trắng 
trên ...",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
"3 màu đỏ, trắng, xanh của quốc kỳ Mỹ có ý nghĩa gì? - Du lịch - ZING ...","9 Tháng Mười 2018 ... 50 ngôi sao và 13 sọc ngang; 13 ngôi sao và 50 sọc ngang; 55 ngôi sao và 7 sọc 
... Sự cẩn trọng, sự bền chí, sự công bằng; Tất cả các ý nghĩa trên ... cờ mỹ có ý 
nghĩa gì cờ mỹ vì sao gọi mỹ là chú sam quốc kỳ mỹ có ý nghĩa ...",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Đại ấn Hoa Kỳ – Wikipedia tiếng Việt,"Là một huy hiệu, thiết kế có màu sắc chính thức; bản thân Đại ấn, như được ... so 
với cờ Mỹ: một là không có ngôi sao nào ở phần màu xanh bên trên (mặc dù một 
... tả là ""màu xanh lam làm màu cơ bản, được chia thành 13 vạch, trắng và đỏ"". ... 
Có hai dòng chữ ở trên và dưới: ""Annuit cœptis"", nó có nghĩa là ai đó ""nhận ra ...",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
"3 màu đỏ, trắng, xanh của quốc kỳ Mỹ có ý nghĩa gì? - Báo Tri Thức ...","9 Tháng Mười 2018 ... Là cường quốc nổi tiếng thế giới, song có thể nước Mỹ vẫn còn nhiều điều thú vị 
có ... Ngoài ra, lá cờ này còn có 13 sọc ngang màu đỏ, trắng nằm xen kẽ nhau, 
giới hạn bởi 2 sọc đỏ ngoài cùng. ... Trong khi đó, 13 sọc đỏ, trắng lại có ý nghĩa 
gợi nhắc 13 thuộc địa Anh ở khu vực ... Tất cả các ý nghĩa trên.",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Quốc kỳ Việt Nam – Wikipedia tiếng Việt,"Lá cờ có hình chữ nhật, chiều rộng bằng 2/3 chiều dài, nền đỏ, ở giữa có ngôi ... 
Ý nghĩa là cờ thể hiện trong nền đỏ tượng trưng cho cách mạng, màu vàng là ... 
Quẻ Ly là 1 trong 8 quẻ của bát quái và gồm một vạch liền, một vạch đứt và một 
.... Mỹ, 1995), cho biết Việt Nam Cộng hòa sau khi thành lập đã kế thừa luôn cờ ...",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Chiến dịch Cờ Vàng – Wikipedia tiếng Việt,"Chiến dịch Cờ Vàng là phong trào vận động nhằm đưa cờ vàng ba sọc đỏ làm lá 
... Ngoài hình thức lá cờ, phong trào này còn mang ý nghĩa phản kháng và đối 
lập ... Trong một cuộc thăm dò ý kiến trong cộng đồng người Mỹ gốc Việt tại 
Quận ... Vì nhà trường không có cờ vàng ba sọc đỏ nên cô cùng bạn đã góp tiền 
mua ...",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Bạn có nhầm lẫn quốc kỳ của các nước? - Du lịch - ZING.VN,"26 Tháng Mười 2017 ... Lá cờ là niềm tự hào của mỗi quốc gia, với những màu sắc và biểu tượng ... Các 
vạch đen ở 4 góc của quốc kỳ Hàn Quốc là gì? ... Hình tròn màu đỏ trên quốc kỳ 
Nhật Bản tượng trưng cho điều gì? ... Trắc nghiệm quốc kỳ của các nước trên thế 
giới Trắc nghiệm du lịch Ý nghĩa cờ Hàn Quốc Ý nghĩa cờ Mỹ ...",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Lịch sử Hoa Kỳ – Wikipedia tiếng Việt,"Trong và sau chiến tranh, 13 tiểu quốc thống nhất thành một chính phủ liên bang 
yếu thông ... bản địa Mỹ (người da đỏ) nhằm chống những người định cư ở miền 
Tây nước Mỹ. .... Tân Hà Lan là thuộc địa Hà Lan vào thế kỷ 17 có trung tâm nằm 
trên khu vực ngày nay là .... Trong ý nghĩa này, đây là 'quốc gia mới' đầu tiên."".",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Biển báo giao thông tại Hoa Kỳ – Wikipedia tiếng Việt,"Bộ biển báo R6 của MUTCD là những biển báo đường một chiều và xa lộ có dãy 
phân cách. ... Những biển báo này được MUTCD quy định là chữ màu đỏ trên 
nền trắng, .... Bộ R13 của MUTCD là những biển báo liên quan đến trạm cân xe.",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Hổ – Wikipedia tiếng Việt,"Trong số các loại mèo lớn, chỉ có hổ và báo đốm Mỹ (jaguar) là bơi tốt, ... Hổ 
được liệt kê là loài có nguy cơ tuyệt chủng trong Sách đỏ IUCN kể từ năm 1986. 
.... được phân biệt dựa trên chiều dài lông và màu sắc, kiểu sọc và kích thước cơ 
thể, ...... hổ trưởng thành được cho ăn 3 đến 6 kg (6,6 đến 13,2 lb) thịt các loại 
như ...",13 vạch đỏ trên cờ Mỹ có ý nghĩa gì?
Vật thể bay không xác định – Wikipedia tiếng Việt,"U F O là chữ viết tắt của unidentified flying object trong tiếng Anh (tức là ""vật thể 
... tượng thị giác bay trên trời mà không thể xác định được đó là gì thậm chí sau ...",UFO là gì?
UFO là gì: Cuộc đụng độ kỳ dị trên không của tiêm kích Mỹ và UFO ...,"4 Tháng Năm 2019 ... Gói kinh phí 22 triệu đô được Lầu Năm Góc đầu tư nhằm giải mật UFO và các 
hiện tượng dị thường trên không.",UFO là gì?
UFO học – Wikipedia tiếng Việt,"Giả khoa học là một thuật ngữ phân loại các nghiên cứu ... điểm của ông chưa có 
tiến triển gì từ thập niên 1950.",UFO là gì?
Thể loại:UFO – Wikipedia tiếng Việt,"... Bước tới tìm kiếm. Bài chính của thể loại này là UFO. Wikimedia Commons có 
thêm hình ảnh và phương tiện truyền tải về UFO. ... S. Sự cố UFO tại Roswell ...",UFO là gì?
Những điều bạn chưa biết về UFO - KhoaHoc.tv,"31 Tháng Năm 2017 ... Chắc hẳn ai ai yêu mến khoa học đều đã biết đến UFO, nhưng UFO là gì thì 
chưa chắc mọi người đã biết được định nghĩa rõ ràng về nó.",UFO là gì?
ufo là gì,"1 Tháng Mười 2019 ... Tìm kiếm bài viết về ufo là gì trên Zing News, tim kiem ufo la gi.",UFO là gì?
Richard H. Hall – Wikipedia tiếng Việt,"Theo lời Carlson, Hall cũng bác bỏ những gì ông gọi là ""sự quá khích ngờ 
nghệch [của UFO học]...người tiếp cận điều này nhiều hơn như một hệ thống tín
 ...",UFO là gì?
Người áo đen – Wikipedia tiếng Việt,"Một số chuyên gia UFO trên thế giới cho rằng, những dấu tích này cho thấy, sự 
tồn tại của người áo đen là điều không có gì phải nghi ngờ. Chuyện họ tiếp xúc ...",UFO là gì?
Sự cố UFO tại Roswell – Wikipedia tiếng Việt,"Sự cố UFO tại Roswell xảy ra vào giữa năm 1947, một quả bóng theo dõi thời ... 
bố rằng tai nạn đó chính là của người ngoài trái đất và tàu vũ trụ của họ gây ra.",UFO là gì?
Dự án Blue Book – Wikipedia tiếng Việt,"Dự án Blue Book có mục đích nhằm xác định xem UFO có phải là mối đe dọa ... 
kết luận không có gì bất thường về UFO, và đánh giá báo cáo của Viện Hàn lâm
 ...",UFO là gì?
Cục Dự trữ Liên bang (Hoa Kỳ) – Wikipedia tiếng Việt,"Cục dự trữ liên bang (viết tắt là Fed) Hội đồng thống đốc hay Ban dự trữ Liên ... 
Mỹ bổ nhiệm một phần, 12 Ngân hàng dự trữ liên bang khu vực tọa lạc ở các ...",Cục dự trữ liên bang Mỹ viết tắt là?
Chủ tịch Hội đồng Thống đốc Cục Dự trữ Liên bang Hoa Kỳ ...,"Chủ tịch Hội đồng Thống đốc Cục Dự trữ Liên bang Hoa Kỳ (tiếng Anh: 
Chairman of the Board of Governors of the Federal Reserve System) là người 
đứng đầu ...",Cục dự trữ liên bang Mỹ viết tắt là?
Đặc khu liên bang – Wikipedia tiếng Việt,"Đặc khu liên bang (federal district) hay đặc khu hành chính liên bang là một đơn 
vị hành ... 1 Hoa Kỳ; 2 Malaysia; 3 Mỹ La tinh; 4 Tham khảo ... gọi là đặc khu liên 
bang, đó chính là Đặc khu Columbia (District of Columbia, viết tắt là D.C.). ... Đặc 
khu dự trữ liên bang: Cục Dự trữ Liên bang bao gồm 12 ngân hàng ở khắp ...",Cục dự trữ liên bang Mỹ viết tắt là?
Khủng hoảng tài chính Hoa Kỳ 2007-2009 – Wikipedia tiếng Việt,"Khủng hoảng tài chính Hoa Kỳ 2007-2009 là cuộc khủng hoảng trong nhiều lĩnh 
vực tài .... khoán đảm bảo bằng tài sản thế chấp (MBS - viết tắt của mortgage-
backed ... Trước tình hình đó, Cục Dự trữ Liên bang Mỹ đã tiến hành các biện 
pháp ...",Cục dự trữ liên bang Mỹ viết tắt là?
Đô la Mỹ – Wikipedia tiếng Việt,"Đồng đô la Mỹ hay Mỹ kim, USD (tiếng Anh: United States dollar), còn được .... 
Hiếm có cho một đơn vị tiền tệ quan trọng, giá trị của tiền kim loại Mỹ không 
được viết bằng số. ... Họ đề nghị Cục dự trữ Liên bang nên đưa vào các chức 
năng ảnh toàn ký ..... Trợ giúp. Tự động [F9]; Telex (?); VNI (?); VIQR (?); VIQR*; 
Tắt [F12] ...",Cục dự trữ liên bang Mỹ viết tắt là?
Jerome Powell – Wikipedia tiếng Việt,"Jerome Hayden ""Jay"" Powell (sinh ngày 4 tháng 2 năm 1953) là Chủ tịch thứ 16 
và hiện tại của Cục Dự trữ Liên bang, phục vụ tại văn phòng đó kể từ tháng 2 ...",Cục dự trữ liên bang Mỹ viết tắt là?
Những biểu tượng bí ẩn trên đồng 1 đôla Mỹ - VnExpress Du lịch,"1 Tháng Sáu 2017 ... ... biết chính xác ngân hàng nào của Cục Dự trữ Liên bang đã in tờ tiền. Trong 
trường hợp này chữ “G” viết tắt của Chicago, “A” là Boston, “B” là ...",Cục dự trữ liên bang Mỹ viết tắt là?
Dự trữ dầu mỏ chiến lược của Hoa Kỳ – Wikipedia tiếng Việt,"Tính đến ngày 12 tháng 10 năm 2012, lượng dự trữ là 694,9 triệu thùng ... Tổng 
giá trị dầu thô trong kho tích trữ này là khoảng $64,5 tỉ đô la Mỹ. Tổng số tiền .... 
lượng năm 1975 (Energy Policy and Conservation Act hay viết tắt là EPCA), chủ 
.... chính phủ liên bang không có duy trì kho dự trữ xăng ở mức độ giống như kho
 ...",Cục dự trữ liên bang Mỹ viết tắt là?
Ngân hàng dự trữ liên bang Philadelphia – Wikipedia tiếng Việt,"Bài viết này là một bài mồ côi vì không có bài viết nào khác liên kết đến nó. ... 
Ngân hàng dự trữ liên bang Philadelphia, trụ sở tại thành phố Philadelphia, tiểu 
bang ... là một trong 12 ngân hàng khu vực của Cục dự trữ liên bang Hoa Kỳ (
Fed), chịu trách ... Trợ giúp. Tự động [F9]; Telex (?); VNI (?); VIQR (?); VIQR*; Tắt [
F12] ...",Cục dự trữ liên bang Mỹ viết tắt là?
Hoa Kỳ – Wikipedia tiếng Việt,"Hoa Kỳ (tiếng Anh: United States, viết tắt U.S. hoặc US), còn gọi là Mỹ (America) 
...... Theo báo cáo của Cục Dự trữ Liên bang Mỹ (Federal Reserve) tháng 9 năm
 ...",Cục dự trữ liên bang Mỹ viết tắt là?
Tranh Đông Hồ – Wikipedia tiếng Việt,"Giấy in tranh Đông Hồ được gọi là giấy điệp: người ta nghiền nát vỏ con ... Ngày 
nay lệ mua tranh Đông Hồ treo ngày Tết đã mai một, làng tranh cũng ... nổi tiếng 
về tranh dân gian, thuộc xã Song Hồ, huyện Thuận Thành, tỉnh Bắc ... du lịch 
trong ngoài nước đến làng tranh Đông Hồ thăm và mua tranh Đông Hồ làm kỷ 
niệm.",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Hai Bà Trưng – Wikipedia tiếng Việt,"Thời kì của hai bà xen giữa Bắc thuộc lần 1 và Bắc thuộc lần 2 trong lịch sử Việt 
... Sau khi cuộc khởi nghĩa này bị quân Đông Hán dưới sự chỉ huy của Mã Viện ... 
Bà ta được gả làm vợ cho người xứ Chu Diên tên Thi Sách (chữ Hán: 詩索), .... 
tỉnh Quảng Đông, phía tây huyện cấp thị La Định, huyện Giang Vĩnh tỉnh Hồ Nam
, ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Bà Triệu – Wikipedia tiếng Việt,"Con gái nước ta có nhiều người hùng dũng lạ thường. ... Ngọ (226) tại miền núi 
Quân Yên (hay Quan Yên), quận Cửu Chân, nay thuộc làng Quan Yên (hay còn
 ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Bắc Ninh – Wikipedia tiếng Việt,"Thời kỳ Hồng Bàng, nước Văn Lang được chia làm có 15 bộ, bộ Vũ Ninh là vùng 
lãnh thổ thuộc phần lớn tỉnh Bắc Ninh hiện nay. Trong thời Bắc thuộc, Giao Chỉ ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Danh sách các làng nghề truyền thống Việt Nam – Wikipedia tiếng ...,"Mời bạn giúp hoàn thiện bài viết này bằng cách bổ sung chú thích tới các nguồn 
... Việt Nam còn có gần 2.000 làng nghề thuộc các nhóm nghề chính như: sơn 
mài, gốm sứ,vàng bạc, thêu ren, mây tre đan, cói, dệt, giấy, tranh dân gian, gỗ, đá
. ... Dưới đây là danh sách các làng nghề truyền thống Việt Nam vẫn còn duy trì ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Lãnh thổ Việt Nam qua từng thời kỳ – Wikipedia tiếng Việt,"Thục Phán – vua nước Tây Âu, sau khi chiếm được Văn Lang đã sáp nhập vào ... 
thời kỳ Bắc thuộc lần 1 thì lãnh thổ Việt Nam thuộc nước Nam Việt của 5 đời vua 
.... Suốt 5 thế kỷ chiến tranh với Đại Việt kể từ khi nước này giành được độc lập ... 
Chính thức đưa khu vực các tỉnh miền Đông Nam Bộ của Chân Lạp vào lãnh ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Trạng nguyên đầu tiên của nước ta ở tỉnh nào? - Tư vấn - ZING.VN,"16 Tháng Chín 2017 ... Trang nguyen dau tien cua nuoc ta o tinh nao? hinh anh 1 ... Làng tranh dân gian 
Đông Hồ nổi tiếng hiện ở huyện nào của tỉnh Bắc Ninh? ... Tỉnh Bắc Ninh hiện 
nay có mấy đơn vị hành chính? ... ""An khang thịnh vượng"", ""Cung hỷ phát tài"" là 
những câu chúc Tết quen thuộc nhưng không phải ai cũng biết ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Huế – Wikipedia tiếng Việt,"Huế là một thành phố trực thuộc tỉnh Thừa Thiên – Huế, Việt Nam. .... Trước có 
tàu Tây dương tránh gió đến đấy, cuối cùng bị nước độc làm hại, do đấy ... Dụ 
này được Toàn quyền Đông Dương chuẩn y vào ngày 30 tháng 8 năm 1899. ... 
và dân cư ngoài kinh thành Huế vốn thuộc địa phận làng nào của huyện Hương 
Trà, ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Tranh làng Sình – Wikipedia tiếng Việt,"Tranh làng Sình là một dòng tranh dân gian Việt Nam thuộc thôn Lại Ân, xã Phú 
... Vang, tỉnh Thừa Thiên Huế (cách thành phố Huế khoảng 10 km về phía Đông). 
... Tranh làng Sình khác với tranh Đông Hồ (Bắc Ninh), tranh Hàng Trống (Hà Nội
) ... Vì vậy, đến nay chỉ còn những bản khắc gỗ là hiện vật quý giá còn lưu giữ ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Quảng Bình – Wikipedia tiếng Việt,"Quảng Bình là một tỉnh duyên hải thuộc vùng Bắc Trung Bộ, Việt Nam. ... nam; 
giáp Biển Đông về phía đông; phía tây là tỉnh Khăm Muộn và tây nam là tỉnh ... 
phân tranh, đất nước bị chia cắt tại sông Gianh thuộc tỉnh Quảng Bình. Đồng Hới 
đã trở ..... đã hình thành nhiều làng văn hóa nổi tiếng và được truyền tụng từ đời 
này ...",Làng tranh Đông Hồ nay thuộc tỉnh nào nước ta?
Bốn con hổ châu Á – Wikipedia tiếng Việt,"Bốn con hổ châu Á hay Bốn con rồng (nhỏ) châu Á là thuật ngữ để chỉ các nền 
kinh tế của Hồng Kông, Singapore, Hàn Quốc và Đài Loan. ... mà người ta gọi là 
phát triển kinh tế kiểu châu Á. Các khác biệt chủ yếu bao gồm các xuất phát điểm
 ...","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Hổ mới châu Á – Wikipedia tiếng Việt,"Con hổ châu Á (màu đỏ) bao gồm bốn nước Hồng Kông, Singapore, Hàn Quốc 
và Đài Loan. ... kinh tế công nghệ của các nước phát triển như Hồng Kông, 
Singapore, Hàn Quốc và Đài Loan. ... Trong đó Indonesia và Philippines sẽ lọt 
vào Top 11 nền kinh tế thế giới do sự tăng trưởng ... 1.1 Hổ mới châu Á; 1.2 
Rồng châu Á.","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Kì tích sông Hán – Wikipedia tiếng Việt,"Hán giang kỳ tích (tiếng Hàn: 한강의 기적 - Hangangeui Kijeok), nhiều cơ quan ... 
phủ Hàn Quốc còn thực hiện một kế hoạch phát triển kinh tế táo bạo và hiệu quả 
... ở Hàn Quốc hiện nay bao gồm Samsung, Daewoo, Hyundai, LG, SK và Lotte. 
... lãnh thổ khác là Hồng Kông, Đài Loan và Singapore trở thành Bốn con Rồng ...","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Con hổ kinh tế – Wikipedia tiếng Việt,"Con hổ kinh tế hay nền kinh tế hổ là một quốc gia có trải qua thời kỳ tăng ... cho 
Bốn con hổ châu Á (gồm có Hàn Quốc, Đài Loan, Hồng Kông và Singapore) bởi
 ...","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Danh sách các quốc gia Đông Á theo thủ đô và thành phố lớn nhất ...,"Các quốc gia Đông Á hay các quốc gia phía Đông Châu Á, gồm có 8 quốc gia ... 
đó có ba con rồng châu Á (Hàn Quốc, Hong Kong và Đài Loan), các nền kinh tế ...","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Hàn Quốc – Wikipedia tiếng Việt,"Hàn Quốc đã đầu tư kinh tế và là nước chủ yếu viện trợ lương thực giúp ..... Các 
hòn đảo phía đông của Hàn Quốc bao gồm Ulleungdo và Liancourt ..... thổ Hồng 
Kông, Singapore và Đài Loan thường được ví như Bốn con Rồng của Châu Á.","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Đài Loan – Wikipedia tiếng Việt,"Đài Loan từ thập niên 1960 trở đi có sự phát triển nhảy vọt về kinh tế-xã hội, tạo 
..... và được xếp vào nhóm Bốn con rồng châu Á cùng Hồng Kông, Hàn Quốc, ..... 
đảo thuộc tỉnh Đài Loan (bao gồm đảo Đài Loan, quần đảo Bành Hồ) và tỉnh ...","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Đài Loan (đảo) – Wikipedia tiếng Việt,"Năm 1874, một đội quân viễn chinh gồm ba nghìn lính đã được cử đến đảo. .... 
công nghiệp hóa mạnh đất nước với một nền kinh tế bền vững và năng động, trở 
thành một trong bốn con hổ châu Á trong ..... Đài Loan cùng với Hàn Quốc, Hồng 
Kông và Singapore được gọi là bốn con rồng châu Á (hay bốn con hổ châu Á).","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
"Vì sao Hồng Kông đánh mất vị thế ""Rồng Vàng"" số 1 châu Á sau 20 ...","30 Tháng Sáu 2017 ... Đầu thập niên 1990 của thế kỷ trước, nền kinh tế Hồng Kông đứng đầu ... bốn ""
Con Rồng Châu Á"", cùng với Hàn Quốc, Singapore và Đài Loan. ... Đầu thập 
niên 1990, kinh tế Hồng Kông từng được vinh danh đứng đầu bốn “Con Rồng ... 
Hồng Kông trở về đại lục, gồm Đổng Kiến Hoa, Tăng Âm Quyền và ...","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Châu Á – Wikipedia tiếng Việt,"Châu Á bao gồm 48 quốc gia, ba trong số đó (Nga, Kazakhstan và Thổ Nhĩ Kỳ) 
có một phần lãnh thổ ở châu Âu. .... 4 quốc gia Hàn Quốc, Đài Loan, Hồng Kông 
và Singapore cũng đã đạt được mức ... là Bốn con hổ châu Á. Israel cũng là một 
quốc gia có nền kinh tế phát triển nhờ tinh ..... Rong chơi miền chữ nghĩa, tập 2.","Bốn con rồng kinh tế gồm Hàn Quốc, Đài Loan, Hồng Kong và?"
Đảng Cộng sản Việt Nam – Wikipedia tiếng Việt,"Đảng Cộng sản Việt Nam là đảng cầm quyền tại Việt Nam hiện nay theo Hiến ..... 
Nếu đồng chí nào muốn làm cách mạng, tự nguyện đứng về phía giai cấp vô ..... 
Khi Đảng Cộng sản Việt Nam được thành lập vào ngày 3 tháng 2 năm 1930, ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Hội nghị thành lập Đảng Cộng sản Việt Nam – Wikipedia tiếng Việt,"Hội nghị thành lập Đảng Cộng sản Việt Nam diễn ra từ ngày 6 tháng 1 đến ngày 
... Cộng sản đầu tiên là Hội Việt Nam Cách mạng Thanh niên được thành lập tại 
... và thành lập An Nam Cộng sản Đảng. Sau khi thành lập 2 đảng phê phán và ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Việt Cộng – Wikipedia tiếng Việt,"Sau khi Mặt trận Dân tộc Giải phóng miền Nam Việt Nam được thành lập, ... dù 
thực tế không phải ai trong số họ cũng đều được kết nạp Đảng viên cộng sản.",Đảng cộng sản Việt Nam được thành lập khi nào?
Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam ...,"Khi Đảng Cộng sản Việt Nam được thành lập vào ngày 3 tháng 2 năm 1930, 
người đứng đầu điều hành Ban Chấp hành Trung ương Đảng đầu tiên với 
cương ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Việt Minh – Wikipedia tiếng Việt,"Các đơn vị quân đội Việt Nam Dân chủ Cộng hòa tấn công ... vào các Ủy ban 
thay thế được thành lập ở các địa điểm mới. ... Trường Chinh (Tổng Bí thư Đảng 
Cộng sản Đông Dương, khi đó rút vào hoạt động bí ... Theo hồi ký Những năm 
tháng không thể nào quên của Đại ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Việt Nam Cộng hòa – Wikipedia tiếng Việt,"Quốc gia Việt Nam được đổi tên thành Việt Nam Cộng hòa vào ngày 26 tháng 10 
... Cuộc chiến leo thang về quy mô khi các lực lượng quân đội Hoa Kỳ trực tiếp 
tham gia .... Sau đó, Quốc gia Việt Nam tổ chức bầu cử Quốc hội Lập hiến. ...... 
Một bên là chế độ ngụy công khai, một bên là các đảng bộ cộng sản cùng các 
đơn ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Đông Dương Cộng sản Đảng – Wikipedia tiếng Việt,"Ngày 17 tháng 6 năm 1929 tại số nhà 312 Khâm Thiên, Hà Nội, đại ... được 
thống nhất lại thành Đảng Cộng sản Việt Nam (Trịnh Đình ... Khi hội nghị trung 
ương đảng cộng sản Đông Dương họp tại Sài ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Đoàn Thanh niên Cộng sản Hồ Chí Minh – Wikipedia tiếng Việt,"Tổ chức này do Đảng Cộng sản Việt Nam và Hồ Chí Minh sáng lập, lãnh ... Cuối 
tháng 4 năm 1931, từ nước ngoài, ở Trung Kỳ, Xứ ủy Đoàn được thành lập ... 
Năm 1939, khi chính quyền thực dân đàn áp phong trào dân chủ Đông .... Sẵn 
sàng khắc phục khó khăn, đẩy mạnh sản xuất, học tập trong bất kỳ tình huống 
nào ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Mặt trận Tổ quốc Việt Nam – Wikipedia tiếng Việt,"Sau khi Đảng Cộng sản Việt Nam được thành lập, các lãnh đạo Đảng đã quyết 
định sẽ thành lập một tổ chức ngoại biên là Mặt trận Dân tộc thống nhất, nhằm ...",Đảng cộng sản Việt Nam được thành lập khi nào?
An Nam Cộng sản Đảng – Wikipedia tiếng Việt,"An Nam Cộng sản Đảng là một trong ba tổ chức cộng sản tiền thân của ... Năm 
1929, trong nội bộ Hội Việt Nam Cách mạng Thanh niên đã thành lập ... Đại hội 
Thành lập được tổ chức tại phòng 1, lầu 2, nhà số 1 đường Philippini ... Từ đó 
đến trước khi hợp nhất các tổ chức cộng sản ở Việt Nam, An Nam cộng sản 
Đảng đã ...",Đảng cộng sản Việt Nam được thành lập khi nào?
Phục Hưng – Wikipedia tiếng Việt,"Có một sự đồng thuận rằng thời kỳ Phục hưng bắt đầu ở Firenze, Italia, trong thế 
kỷ XIV. ... Bắt đầu ở Ý, lan ra khắp châu Âu vào thế kỷ XVI, ảnh hưởng của nó 
hiện ..... được coi là người tiên phong khuynh hướng nghiên cứu các tòa nhà 
thời cổ ..... Theo Michelet, Phục Hưng lan sang Pháp sau cuộc xâm lược Ý của 
vua ...","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Michelangelo – Wikipedia tiếng Việt,"Tác phẩm nổi bật, Vua David (điêu khắc), ... trúc sư, nhà thơ và kỹ sư thời kỳ 
Phục hưng Ý. Dù ít có những đột phá bên ngoài nghệ thuật, ... mức khiến ông 
được coi là một người xứng đáng với danh hiệu nhân vật thời Phục hưng, .... Lúc 
mười ba tuổi, Michelangelo được nhận vào học việc với họa sĩ Domenico 
Ghirlandaio.","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Charlemagne – Wikipedia tiếng Việt,"Ở Roncesvalles vào năm 778, một trong những chiến dịch đó làm vua Karl I nếm 
sự ... Vương quốc Frank trở nên cực thịnh nhất trong thời kỳ cầm quyền của ông, 
... Triều đại của ông trở thành một thời kỳ phục hưng của Giáo hội La Mã. Là một 
... Ngày nay Karl I được coi như là vị Cha già Dân tộc của cả hai nước Pháp và ...","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Vấn đề chính thống của Nhà Triệu – Wikipedia tiếng Việt,"Triệu Vũ Đế đánh bại An Dương Vương, sáp nhập Âu Lạc vào Nam Việt là 
chuyện ... Nhà Triệu mất là khởi đầu thời kỳ Bắc thuộc (năm 111 trước công 
nguyên). ... ai xưng đế ở vùng đất nào thì nghiễm nhiên được coi là vua, nắm giữ 
""Thiên ... Hoa và nhà Triệu chỉ là chư hầu phục vụ cho nhà Hán, thay mặt vua 
Hán để cai ...","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
Mona Lisa – Wikipedia tiếng Việt,"Có lẽ nó là bức tranh nổi tiếng nhất từng bị đánh cắp và được thu hồi về bảo 
tàng ... Da Vinci bắt đầu vẽ Mona Lisa vào khoảng năm 1503, trong Thời Phục 
hưng ... Da Vinci đã mang bức tranh từ Italia tới Pháp năm 1516 khi Vua François 
I .... ở San Francisco (Hoa Kỳ) đã điều chỉnh một bức ảnh kỹ thuật số được chụp 
lại từ ...","Vào thời kỳ Phục hưng, ai được coi là vua trộm?"
